pair	ts	grade	vol_z	amp_24h	win4h
XRP/USDT	2025-10-17 01:00:00+00:00	B	4.661342631723355	0.0803338110090196	2025-10-17 00:00:00+00:00
BTC/USDT	2025-10-19 09:45:00+00:00	B	15.179241591698363	0.04357184310419581	2025-10-19 08:00:00+00:00
ETH/USDT	2025-10-19 13:45:00+00:00	B	3.0661263347083008	0.0444511017740665	2025-10-19 12:00:00+00:00
SOL/USDT	2025-10-20 03:45:00+00:00	B	3.0505948687770537	0.04806233983578263	2025-10-20 00:00:00+00:00
LINK/USDT	2025-10-20 06:15:00+00:00	B	12.59089458222355	0.08310700706137975	2025-10-20 04:00:00+00:00
XRP/USDT	2025-10-20 19:30:00+00:00	B	5.688478051469878	0.060240485733560924	2025-10-20 16:00:00+00:00
BTC/USDT	2025-10-21 10:45:00+00:00	A	3.1539323618766106	0.05889424805040684	2025-10-21 08:00:00+00:00
BNB/USDT	2025-10-21 14:45:00+00:00	B	3.3831425779802964	0.056381654842899774	2025-10-21 12:00:00+00:00
LTC/USDT	2025-10-22 16:45:00+00:00	B	3.259144237293839	0.053630100688924244	2025-10-22 16:00:00+00:00
BNB/USDT	2025-10-23 08:00:00+00:00	B	3.6712649570704343	0.0760743632247831	2025-10-23 08:00:00+00:00
BNB/USDT	2025-10-23 15:00:00+00:00	B	16.585312891927742	0.051078940180278636	2025-10-23 12:00:00+00:00
ADA/USDT	2025-10-24 12:30:00+00:00	A	17.121455518502643	0.02587125247298739	2025-10-24 12:00:00+00:00
DOGE/USDT	2025-10-25 01:00:00+00:00	A	3.1528217413804547	0.020737907082096	2025-10-25 00:00:00+00:00
ETH/USDT	2025-10-25 18:30:00+00:00	A	7.323287796425377	0.04543194295450249	2025-10-25 16:00:00+00:00
AVAX/USDT	2025-10-26 08:00:00+00:00	B	17.97368067799323	0.061285500747384175	2025-10-26 08:00:00+00:00
AVAX/USDT	2025-10-26 13:00:00+00:00	B	4.060619905757924	0.04880429477794046	2025-10-26 12:00:00+00:00
LTC/USDT	2025-10-26 22:00:00+00:00	A	7.785614665027921	0.04918848949517074	2025-10-26 20:00:00+00:00
BNB/USDT	2025-10-27 02:00:00+00:00	B	6.670781652667431	0.044097745981123	2025-10-27 00:00:00+00:00
XRP/USDT	2025-10-27 15:00:00+00:00	A	5.208336142827693	0.035329048746570405	2025-10-27 12:00:00+00:00
XRP/USDT	2025-10-28 13:00:00+00:00	B	3.8547301448861746	0.04467981949054568	2025-10-28 12:00:00+00:00
BNB/USDT	2025-10-30 10:15:00+00:00	A	4.405192930744421	0.0726757107551162	2025-10-30 08:00:00+00:00
LINK/USDT	2025-10-31 01:00:00+00:00	B	3.4958115541989616	0.04068396226415102	2025-10-31 00:00:00+00:00
BTC/USDT	2025-10-31 14:45:00+00:00	B	7.253216649757054	0.02306161902133168	2025-10-31 12:00:00+00:00
LTC/USDT	2025-11-01 06:45:00+00:00	A	11.451462943499873	0.07069776959279718	2025-11-01 04:00:00+00:00
LTC/USDT	2025-11-01 15:00:00+00:00	A	3.6251426343538746	0.05801327166700177	2025-11-01 12:00:00+00:00
BTC/USDT	2025-11-02 04:00:00+00:00	A	3.917616990898226	0.033931581241599666	2025-11-02 04:00:00+00:00
XRP/USDT	2025-11-02 11:30:00+00:00	A	11.588853822260536	0.06733147501079659	2025-11-02 08:00:00+00:00
ETH/USDT	2025-11-02 23:30:00+00:00	A	3.4737780336401536	0.09162847211541415	2025-11-02 20:00:00+00:00
SOL/USDT	2025-11-06 13:15:00+00:00	B	4.4382753357587434	0.06583773702207027	2025-11-06 12:00:00+00:00
LINK/USDT	2025-11-07 15:00:00+00:00	B	3.0294228482218997	0.09230769230769237	2025-11-07 12:00:00+00:00
ADA/USDT	2025-11-07 16:15:00+00:00	B	6.113862056183666	0.07040487280544608	2025-11-07 16:00:00+00:00
LTC/USDT	2025-11-08 18:00:00+00:00	B	5.992469870787171	0.1112545942187345	2025-11-08 16:00:00+00:00
LTC/USDT	2025-11-09 10:45:00+00:00	B	5.593070698577861	0.12047393364928904	2025-11-09 08:00:00+00:00
ETH/USDT	2025-11-09 12:15:00+00:00	B	5.232217160390626	0.0635313914355344	2025-11-09 12:00:00+00:00
BTC/USDT	2025-11-09 18:45:00+00:00	B	3.288704636180827	0.024987597195172108	2025-11-09 16:00:00+00:00
XRP/USDT	2025-11-09 23:00:00+00:00	B	7.254178726526811	0.099058396318034	2025-11-09 20:00:00+00:00
XRP/USDT	2025-11-10 03:30:00+00:00	B	5.362076396543808	0.057027463651050075	2025-11-10 00:00:00+00:00
BNB/USDT	2025-11-11 01:15:00+00:00	B	3.725561831693021	0.05291696153577804	2025-11-11 00:00:00+00:00
LINK/USDT	2025-11-12 08:30:00+00:00	A	3.635904927480784	0.0850383631713555	2025-11-12 08:00:00+00:00
BNB/USDT	2025-11-14 14:30:00+00:00	B	4.624207772022967	0.03370106646209041	2025-11-14 12:00:00+00:00
ETH/USDT	2025-11-15 17:45:00+00:00	B	8.05466753114527	0.06936257966587765	2025-11-15 16:00:00+00:00
BNB/USDT	2025-11-16 09:45:00+00:00	A	4.032472059603928	0.04382176340461395	2025-11-16 08:00:00+00:00
LTC/USDT	2025-11-18 03:30:00+00:00	B	3.9811054187060857	0.05991179950521666	2025-11-18 00:00:00+00:00
LINK/USDT	2025-11-18 15:15:00+00:00	B	3.3910657732008476	0.06409322651128921	2025-11-18 12:00:00+00:00
ADA/USDT	2025-11-19 21:15:00+00:00	B	6.288855188074435	0.09540558364475707	2025-11-19 20:00:00+00:00
BNB/USDT	2025-11-20 02:00:00+00:00	B	3.162640388954742	0.055256863218416045	2025-11-20 00:00:00+00:00
AVAX/USDT	2025-11-22 22:45:00+00:00	A	5.144756898657384	0.0202854996243427	2025-11-22 20:00:00+00:00
SOL/USDT	2025-11-23 01:30:00+00:00	B	3.4672452723480767	0.041933740057147104	2025-11-23 00:00:00+00:00
ADA/USDT	2025-11-23 12:00:00+00:00	B	5.176901095050372	0.04303675048355895	2025-11-23 12:00:00+00:00
DOGE/USDT	2025-11-24 02:00:00+00:00	B	4.1013333546233	0.07541824069077169	2025-11-24 00:00:00+00:00
BNB/USDT	2025-11-24 05:00:00+00:00	B	3.1249893976284415	0.054091004697468935	2025-11-24 04:00:00+00:00
XRP/USDT	2025-11-24 13:00:00+00:00	B	5.3853607312148775	0.11346227499042517	2025-11-24 12:00:00+00:00
AVAX/USDT	2025-11-24 17:15:00+00:00	B	4.312708491453531	0.02545454545454556	2025-11-24 16:00:00+00:00
DOGE/USDT	2025-11-25 23:00:00+00:00	B	4.876386280524414	0.052913813154154304	2025-11-25 20:00:00+00:00
BNB/USDT	2025-11-26 17:00:00+00:00	B	6.722765884495511	0.033713888160220876	2025-11-26 16:00:00+00:00
XRP/USDT	2025-11-28 08:45:00+00:00	B	9.339919314491313	0.052906043858085235	2025-11-28 08:00:00+00:00
BNB/USDT	2025-11-28 13:45:00+00:00	A	4.131501330907205	0.03479924794464157	2025-11-28 12:00:00+00:00
ADA/USDT	2025-11-30 03:30:00+00:00	A	4.461108779917099	0.10377809660449544	2025-11-30 00:00:00+00:00
BTC/USDT	2025-11-30 08:15:00+00:00	A	6.902645217730741	0.07016122247073077	2025-11-30 08:00:00+00:00
LINK/USDT	2025-11-30 13:15:00+00:00	A	4.709061386188763	0.11219879518072291	2025-11-30 12:00:00+00:00
LINK/USDT	2025-12-02 13:15:00+00:00	B	4.270514308730104	0.18299595141700403	2025-12-02 12:00:00+00:00
BNB/USDT	2025-12-03 05:45:00+00:00	B	3.3445007265778472	0.044854734974495505	2025-12-03 04:00:00+00:00
ETH/USDT	2025-12-03 14:30:00+00:00	B	4.784149837825874	0.058666317557427405	2025-12-03 12:00:00+00:00
ETH/USDT	2025-12-04 15:30:00+00:00	B	3.132450210615783	0.04934657703422814	2025-12-04 12:00:00+00:00
XRP/USDT	2025-12-05 15:00:00+00:00	A	4.9522630290368355	0.03977572243254888	2025-12-05 12:00:00+00:00
LTC/USDT	2025-12-06 18:00:00+00:00	A	11.242905976424934	0.04117432086734084	2025-12-06 16:00:00+00:00
BTC/USDT	2025-12-07 17:15:00+00:00	B	4.340208790984057	0.03628393000257586	2025-12-07 16:00:00+00:00
ADA/USDT	2025-12-08 14:30:00+00:00	B	3.737395490050049	0.0717539863325741	2025-12-08 12:00:00+00:00
AVAX/USDT	2025-12-09 15:00:00+00:00	B	3.5046269779121797	0.07585703865791399	2025-12-09 12:00:00+00:00
ADA/USDT	2025-12-09 16:00:00+00:00	B	3.7160553717996954	0.05441176470588243	2025-12-09 16:00:00+00:00
ETH/USDT	2025-12-10 18:30:00+00:00	B	10.010903671598378	0.08902926981620178	2025-12-10 16:00:00+00:00
AVAX/USDT	2025-12-10 20:00:00+00:00	B	3.6073996581215977	0.1314363143631436	2025-12-10 20:00:00+00:00
BTC/USDT	2025-12-11 21:00:00+00:00	B	4.600928343482802	0.04407244536639073	2025-12-11 20:00:00+00:00
BNB/USDT	2025-12-13 15:00:00+00:00	A	4.898776688017125	0.022682753094114497	2025-12-13 12:00:00+00:00
AVAX/USDT	2025-12-15 01:30:00+00:00	B	3.3413242504980265	0.09035222052067379	2025-12-15 00:00:00+00:00
LTC/USDT	2025-12-16 15:45:00+00:00	B	15.21272832509616	0.03952668680765358	2025-12-16 12:00:00+00:00
LTC/USDT	2025-12-17 14:45:00+00:00	B	3.9555056656462964	0.07782343419250405	2025-12-17 12:00:00+00:00
BTC/USDT	2025-12-18 13:30:00+00:00	B	3.580084350679892	0.05663984321637168	2025-12-18 12:00:00+00:00
XRP/USDT	2025-12-19 03:15:00+00:00	B	3.8213256277527905	0.051917019658955094	2025-12-19 00:00:00+00:00
BNB/USDT	2025-12-19 07:00:00+00:00	B	3.8598559856408583	0.023783707335470562	2025-12-19 04:00:00+00:00
ADA/USDT	2025-12-21 08:30:00+00:00	A	3.507683971450044	0.047913862718708046	2025-12-21 08:00:00+00:00
AVAX/USDT	2025-12-22 00:00:00+00:00	B	5.9334092862556345	0.03571428571428567	2025-12-22 00:00:00+00:00
BNB/USDT	2025-12-22 08:00:00+00:00	A	3.756283345893232	0.0277565217391305	2025-12-22 08:00:00+00:00
BNB/USDT	2025-12-24 16:30:00+00:00	A	3.0859435118382734	0.017627351398704864	2025-12-24 16:00:00+00:00
LTC/USDT	2025-12-25 15:15:00+00:00	A	4.345611032355786	0.03437052467126677	2025-12-25 12:00:00+00:00
LTC/USDT	2025-12-26 02:15:00+00:00	B	7.801251930983627	0.03251193394400717	2025-12-26 00:00:00+00:00
AVAX/USDT	2025-12-27 15:45:00+00:00	A	5.606568873470286	0.03187250996015939	2025-12-27 12:00:00+00:00
ADA/USDT	2025-12-27 20:00:00+00:00	A	25.19475372519329	0.04410143329658218	2025-12-27 20:00:00+00:00
BNB/USDT	2025-12-28 11:00:00+00:00	B	9.908289920475612	0.028778242383780236	2025-12-28 08:00:00+00:00
SOL/USDT	2025-12-28 22:45:00+00:00	B	4.379566583237356	0.06278171281390854	2025-12-28 20:00:00+00:00
DOGE/USDT	2025-12-29 01:30:00+00:00	B	5.995685835438677	0.045939490445859855	2025-12-29 00:00:00+00:00
LINK/USDT	2025-12-30 08:00:00+00:00	A	3.3485863842605212	0.02161729383506802	2025-12-30 08:00:00+00:00
XRP/USDT	2025-12-30 14:45:00+00:00	A	4.332491544508534	0.011956869862282468	2025-12-30 12:00:00+00:00
BNB/USDT	2025-12-31 05:30:00+00:00	A	4.572849112416826	0.02246865847870625	2025-12-31 04:00:00+00:00
XRP/USDT	2025-12-31 11:30:00+00:00	A	5.098075015719526	0.03760438274559863	2025-12-31 08:00:00+00:00
ETH/USDT	2025-12-31 14:00:00+00:00	B	4.145763940035307	0.019689060748562484	2025-12-31 12:00:00+00:00
LTC/USDT	2026-01-01 15:30:00+00:00	B	3.8204975320335244	0.03328252032520331	2026-01-01 12:00:00+00:00
AVAX/USDT	2026-01-01 17:00:00+00:00	B	3.0803598967148176	0.10150674068199837	2026-01-01 16:00:00+00:00
BTC/USDT	2026-01-01 22:00:00+00:00	A	4.188295106385802	0.02916901416565707	2026-01-01 20:00:00+00:00
LINK/USDT	2026-01-02 03:00:00+00:00	B	4.52974652610151	0.0557299843014128	2026-01-02 00:00:00+00:00
BTC/USDT	2026-01-02 09:45:00+00:00	B	5.921269462086811	0.027963841992808	2026-01-02 08:00:00+00:00
XRP/USDT	2026-01-02 14:30:00+00:00	B	5.509144436865051	0.0825120570350177	2026-01-02 12:00:00+00:00
BTC/USDT	2026-01-02 16:15:00+00:00	B	3.915988340806926	0.01829753425235565	2026-01-02 16:00:00+00:00
AVAX/USDT	2026-01-03 03:30:00+00:00	B	13.060774033385554	0.05126404494382025	2026-01-03 00:00:00+00:00
BTC/USDT	2026-01-04 00:00:00+00:00	B	18.20134111097125	0.01320054849021317	2026-01-04 00:00:00+00:00
LTC/USDT	2026-01-04 12:15:00+00:00	B	3.7895257570892316	0.026994456495541202	2026-01-04 12:00:00+00:00
BNB/USDT	2026-01-04 16:00:00+00:00	A	6.398177656510821	0.020634618186709072	2026-01-04 16:00:00+00:00
AVAX/USDT	2026-01-04 21:00:00+00:00	B	7.001350627675284	0.04320557491289193	2026-01-04 20:00:00+00:00
SOL/USDT	2026-01-05 00:00:00+00:00	A	3.0332472575767317	0.04971020954079356	2026-01-05 00:00:00+00:00
ADA/USDT	2026-01-05 14:30:00+00:00	B	5.181942304763683	0.08943089430894309	2026-01-05 12:00:00+00:00
DOGE/USDT	2026-01-05 17:45:00+00:00	B	6.458621840691626	0.08522875816993461	2026-01-05 16:00:00+00:00
XRP/USDT	2026-01-05 20:00:00+00:00	B	6.785361168276813	0.09161423769714715	2026-01-05 20:00:00+00:00
ETH/USDT	2026-01-06 14:00:00+00:00	B	5.9776515134918435	0.03834598403751859	2026-01-06 12:00:00+00:00
BTC/USDT	2026-01-06 21:15:00+00:00	B	4.921535287988448	0.03332587685128012	2026-01-06 20:00:00+00:00
ETH/USDT	2026-01-07 23:15:00+00:00	B	3.1688268213318933	0.040914667028278166	2026-01-07 20:00:00+00:00
XRP/USDT	2026-01-09 15:15:00+00:00	B	3.183853380207704	0.04022934924482568	2026-01-09 12:00:00+00:00
DOGE/USDT	2026-01-11 12:45:00+00:00	A	6.544523664727127	0.048034624662977136	2026-01-11 12:00:00+00:00
SOL/USDT	2026-01-11 16:15:00+00:00	B	7.910311697901705	0.049269162210338655	2026-01-11 16:00:00+00:00
SOL/USDT	2026-01-12 00:15:00+00:00	B	5.702193273983067	0.04307036247334757	2026-01-12 00:00:00+00:00
BNB/USDT	2026-01-13 07:00:00+00:00	B	6.0599814999161845	0.053046626343939016	2026-01-13 04:00:00+00:00
AVAX/USDT	2026-01-13 13:30:00+00:00	A	8.161452294092772	0.07343412526997836	2026-01-13 12:00:00+00:00
BNB/USDT	2026-01-13 18:00:00+00:00	B	6.535300887030258	0.027890823088232108	2026-01-13 16:00:00+00:00
LTC/USDT	2026-01-13 22:00:00+00:00	B	5.857394919499195	0.05182613168724281	2026-01-13 20:00:00+00:00
LTC/USDT	2026-01-14 15:15:00+00:00	B	7.028205916204339	0.09444030776867726	2026-01-14 12:00:00+00:00
ADA/USDT	2026-01-15 09:30:00+00:00	A	3.2048063956283444	0.05466633834031026	2026-01-15 08:00:00+00:00
LTC/USDT	2026-01-16 18:15:00+00:00	B	4.908053530356298	0.039484396200814065	2026-01-16 16:00:00+00:00
BNB/USDT	2026-01-17 15:15:00+00:00	A	3.4636893987223494	0.017325816312499336	2026-01-17 12:00:00+00:00
ETH/USDT	2026-01-18 18:15:00+00:00	B	4.12363590295895	0.0568491745062058	2026-01-18 16:00:00+00:00
DOGE/USDT	2026-01-20 14:30:00+00:00	B	4.4337758506502905	0.03996840442338069	2026-01-20 12:00:00+00:00
SOL/USDT	2026-01-21 14:00:00+00:00	B	3.82752053533246	0.05364490334601337	2026-01-21 12:00:00+00:00
ETH/USDT	2026-01-21 19:45:00+00:00	B	3.0151405090206027	0.049647200513162834	2026-01-21 16:00:00+00:00
AVAX/USDT	2026-01-23 04:00:00+00:00	B	9.768463896907638	0.04136253041362529	2026-01-23 04:00:00+00:00
BTC/USDT	2026-01-23 15:45:00+00:00	B	3.292786978508455	0.022874366892483382	2026-01-23 12:00:00+00:00
SOL/USDT	2026-01-23 16:00:00+00:00	B	8.848822094215626	0.028482490272373404	2026-01-23 16:00:00+00:00
LTC/USDT	2026-01-25 09:15:00+00:00	A	3.306625588284203	0.07445573294629891	2026-01-25 08:00:00+00:00
LTC/USDT	2026-01-26 14:30:00+00:00	A	5.348933636084671	0.021273537444300765	2026-01-26 12:00:00+00:00
BNB/USDT	2026-01-27 15:00:00+00:00	B	3.7455923055086706	0.030720422702177775	2026-01-27 12:00:00+00:00
ADA/USDT	2026-01-27 16:00:00+00:00	A	5.1369184193329795	0.04438202247191006	2026-01-27 16:00:00+00:00
ADA/USDT	2026-01-27 20:15:00+00:00	B	3.7308307120486766	0.028769017980636143	2026-01-27 20:00:00+00:00
BTC/USDT	2026-01-28 11:45:00+00:00	B	5.854977335071342	0.032149200710479574	2026-01-28 08:00:00+00:00
BNB/USDT	2026-01-29 07:15:00+00:00	B	3.7396710930371313	0.0786073500967118	2026-01-29 04:00:00+00:00
DOGE/USDT	2026-02-03 15:45:00+00:00	B	5.668123323197153	0.07506580738858128	2026-02-03 12:00:00+00:00
LTC/USDT	2026-02-07 16:00:00+00:00	B	40.54943282510354	0.02555273649873136	2026-02-07 16:00:00+00:00
AVAX/USDT	2026-02-09 17:30:00+00:00	B	3.867750712823394	0.05131004366812215	2026-02-09 16:00:00+00:00
AVAX/USDT	2026-02-11 02:15:00+00:00	B	4.359221664161685	0.06081081081081091	2026-02-11 00:00:00+00:00
BNB/USDT	2026-02-11 14:00:00+00:00	B	3.323765146095772	0.052448698616665575	2026-02-11 12:00:00+00:00
LINK/USDT	2026-02-13 14:30:00+00:00	A	3.7491018671079805	0.06345475910693313	2026-02-13 12:00:00+00:00
LINK/USDT	2026-02-14 01:45:00+00:00	A	21.564282027820028	0.04735062006764394	2026-02-14 00:00:00+00:00
DOGE/USDT	2026-02-14 09:30:00+00:00	B	3.0517142110909865	0.20357873210633945	2026-02-14 08:00:00+00:00
SOL/USDT	2026-02-14 16:30:00+00:00	B	7.319665522334506	0.05230244457077895	2026-02-14 16:00:00+00:00
DOGE/USDT	2026-02-14 21:00:00+00:00	B	6.349447672974447	0.13778892671564227	2026-02-14 20:00:00+00:00
BTC/USDT	2026-02-15 04:00:00+00:00	B	6.78488156747214	0.042357418228031435	2026-02-15 04:00:00+00:00
ADA/USDT	2026-02-17 07:30:00+00:00	A	6.569026690242186	0.04350828729281768	2026-02-17 04:00:00+00:00
DOGE/USDT	2026-02-17 16:00:00+00:00	B	5.987368334692696	0.0426383061762123	2026-02-17 16:00:00+00:00
BTC/USDT	2026-02-18 15:30:00+00:00	B	5.318106610204993	0.036603210120159255	2026-02-18 12:00:00+00:00
DOGE/USDT	2026-02-20 05:30:00+00:00	A	7.786724773875349	0.06815440289505437	2026-02-20 04:00:00+00:00
LTC/USDT	2026-02-20 15:15:00+00:00	B	4.652029068704802	0.028691520467836264	2026-02-20 12:00:00+00:00
SOL/USDT	2026-02-21 14:15:00+00:00	A	3.7878727460011734	0.035942028985507184	2026-02-21 12:00:00+00:00
LTC/USDT	2026-02-21 16:15:00+00:00	B	3.137797878427761	0.054919499105545624	2026-02-21 16:00:00+00:00
XRP/USDT	2026-02-22 22:15:00+00:00	A	4.193325324420447	0.06780753257912073	2026-02-22 20:00:00+00:00
XRP/USDT	2026-02-25 01:00:00+00:00	B	7.6164811728832245	0.10153935101539356	2026-02-25 00:00:00+00:00
AVAX/USDT	2026-02-25 11:15:00+00:00	B	5.49973218601436	0.10538116591928245	2026-02-25 08:00:00+00:00
ADA/USDT	2026-02-25 14:00:00+00:00	B	3.307897725317522	0.1117792713123453	2026-02-25 12:00:00+00:00
ADA/USDT	2026-02-25 19:45:00+00:00	B	3.1973782881295767	0.10369881109643322	2026-02-25 16:00:00+00:00
SOL/USDT	2026-02-25 21:30:00+00:00	B	5.516127387906935	0.06841290893015028	2026-02-25 20:00:00+00:00
XRP/USDT	2026-02-28 13:45:00+00:00	B	5.635857052981657	0.09116660454714878	2026-02-28 12:00:00+00:00
ETH/USDT	2026-03-01 01:45:00+00:00	A	4.251733287948775	0.0732423622015942	2026-03-01 00:00:00+00:00
BTC/USDT	2026-03-01 13:45:00+00:00	A	4.062904504382161	0.03382680366966121	2026-03-01 12:00:00+00:00
DOGE/USDT	2026-03-02 14:30:00+00:00	B	3.379916875027393	0.09351124502313574	2026-03-02 12:00:00+00:00
SOL/USDT	2026-03-03 16:00:00+00:00	B	3.897341149967108	0.10427528675703858	2026-03-03 16:00:00+00:00
AVAX/USDT	2026-03-04 08:45:00+00:00	B	5.577396060182467	0.05756929637526643	2026-03-04 08:00:00+00:00
ETH/USDT	2026-03-04 15:15:00+00:00	B	3.517211571816839	0.05903638114650644	2026-03-04 12:00:00+00:00
AVAX/USDT	2026-03-06 21:00:00+00:00	A	3.0920137579341955	0.023307436182020073	2026-03-06 20:00:00+00:00
LTC/USDT	2026-03-07 08:00:00+00:00	A	25.054846483267326	0.03033105233955984	2026-03-07 08:00:00+00:00
XRP/USDT	2026-03-08 10:15:00+00:00	A	3.6410284919630898	0.035135135135135	2026-03-08 08:00:00+00:00
AVAX/USDT	2026-03-09 03:00:00+00:00	B	3.5469622451835874	0.06401766004415012	2026-03-09 00:00:00+00:00
ADA/USDT	2026-03-09 05:30:00+00:00	B	3.030691009826391	0.04344453064390996	2026-03-09 04:00:00+00:00
AVAX/USDT	2026-03-09 19:15:00+00:00	A	3.2400982166930783	0.07708553326293563	2026-03-09 16:00:00+00:00
ADA/USDT	2026-03-10 02:30:00+00:00	B	3.1950440801325746	0.060502283105022724	2026-03-10 00:00:00+00:00
DOGE/USDT	2026-03-10 08:00:00+00:00	A	3.24295456036442	0.09716991283761968	2026-03-10 08:00:00+00:00
DOGE/USDT	2026-03-10 13:00:00+00:00	B	3.6383323376076917	0.09375973419167268	2026-03-10 12:00:00+00:00
AVAX/USDT	2026-03-12 23:00:00+00:00	B	5.960098190577841	0.06577595066803688	2026-03-12 20:00:00+00:00
BTC/USDT	2026-03-13 00:00:00+00:00	A	3.240378723197612	0.047170795592375456	2026-03-13 00:00:00+00:00
ADA/USDT	2026-03-13 05:30:00+00:00	B	5.084204554242769	0.06756265891754452	2026-03-13 04:00:00+00:00
BTC/USDT	2026-03-13 08:30:00+00:00	A	3.863064618855452	0.050000556065282135	2026-03-13 08:00:00+00:00
AVAX/USDT	2026-03-13 13:15:00+00:00	B	5.836294899023995	0.07563850687622786	2026-03-13 12:00:00+00:00
ETH/USDT	2026-03-14 23:00:00+00:00	A	3.322213839213241	0.05707818163584005	2026-03-14 20:00:00+00:00
ETH/USDT	2026-03-15 09:00:00+00:00	A	3.8524988642051956	0.09544187099848547	2026-03-15 08:00:00+00:00
XRP/USDT	2026-03-15 12:45:00+00:00	A	3.0451770129854894	0.05619161340169985	2026-03-15 12:00:00+00:00
ETH/USDT	2026-03-15 17:45:00+00:00	A	4.459680426703424	0.10833961066340711	2026-03-15 16:00:00+00:00
LINK/USDT	2026-03-15 20:30:00+00:00	A	10.214106445689914	0.08090614886731393	2026-03-15 20:00:00+00:00
AVAX/USDT	2026-03-16 03:15:00+00:00	B	3.3601125912695786	0.05049504950495065	2026-03-16 00:00:00+00:00
DOGE/USDT	2026-03-16 14:45:00+00:00	B	3.1341628467275147	0.06001551289509406	2026-03-16 12:00:00+00:00
XRP/USDT	2026-03-16 18:15:00+00:00	B	3.0235840797598525	0.07324035030814141	2026-03-16 16:00:00+00:00
XRP/USDT	2026-03-17 01:00:00+00:00	B	3.379097458952919	0.07214979550102249	2026-03-17 00:00:00+00:00
XRP/USDT	2026-03-17 16:15:00+00:00	A	3.573365837034976	0.06813403416557169	2026-03-17 16:00:00+00:00
ADA/USDT	2026-03-18 05:00:00+00:00	B	3.467226451583356	0.08460754332313958	2026-03-18 04:00:00+00:00
SOL/USDT	2026-03-20 08:00:00+00:00	A	4.567457174461558	0.02971175166297125	2026-03-20 08:00:00+00:00
LTC/USDT	2026-03-20 21:15:00+00:00	A	4.91829621521419	0.018554861730597793	2026-03-20 20:00:00+00:00
DOGE/USDT	2026-03-21 15:45:00+00:00	A	7.875385236667137	0.0493448858833475	2026-03-21 12:00:00+00:00
LTC/USDT	2026-03-23 11:00:00+00:00	B	50.57901075444741	0.02511210762331849	2026-03-23 08:00:00+00:00
AVAX/USDT	2026-03-24 20:15:00+00:00	A	3.67933003197752	0.03046218487394968	2026-03-24 20:00:00+00:00
DOGE/USDT	2026-03-25 06:15:00+00:00	B	3.454143639649212	0.05851555281798594	2026-03-25 04:00:00+00:00
BTC/USDT	2026-03-25 08:30:00+00:00	A	3.082078537275306	0.03107361784664212	2026-03-25 08:00:00+00:00
DOGE/USDT	2026-03-26 20:00:00+00:00	A	3.3476383679750756	0.037604608194761344	2026-03-26 20:00:00+00:00
SOL/USDT	2026-03-28 13:30:00+00:00	A	9.143973568717524	0.031141454066355358	2026-03-28 12:00:00+00:00
XRP/USDT	2026-03-30 00:15:00+00:00	B	4.482330654756694	0.037649700598802405	2026-03-30 00:00:00+00:00
ETH/USDT	2026-03-31 16:30:00+00:00	B	6.82896266645702	0.036247660517168975	2026-03-31 16:00:00+00:00
XRP/USDT	2026-04-01 03:45:00+00:00	B	3.8763184340594745	0.045693939618722715	2026-04-01 00:00:00+00:00
AVAX/USDT	2026-04-01 05:15:00+00:00	B	7.991496830084478	0.09040793825799341	2026-04-01 04:00:00+00:00
ETH/USDT	2026-04-01 17:00:00+00:00	B	3.4858152404369993	0.06893219669694088	2026-04-01 16:00:00+00:00
BTC/USDT	2026-04-02 14:30:00+00:00	B	4.564946174212326	0.0171351993911807	2026-04-02 12:00:00+00:00
ETH/USDT	2026-04-04 15:00:00+00:00	A	7.195604278154798	0.0303920329109246	2026-04-04 12:00:00+00:00
DOGE/USDT	2026-04-04 17:15:00+00:00	B	5.47141634528907	0.036904761904761864	2026-04-04 16:00:00+00:00
ADA/USDT	2026-04-05 15:15:00+00:00	A	5.027430327521693	0.07374027038099135	2026-04-05 12:00:00+00:00
ETH/USDT	2026-04-05 22:45:00+00:00	A	4.398720437440216	0.044318939107005045	2026-04-05 20:00:00+00:00
BNB/USDT	2026-04-06 00:00:00+00:00	B	5.628922389846961	0.02322196493549448	2026-04-06 00:00:00+00:00
LINK/USDT	2026-04-07 08:30:00+00:00	A	3.831592801709903	0.0962627406568516	2026-04-07 08:00:00+00:00
BNB/USDT	2026-04-07 16:30:00+00:00	B	3.0887511142736805	0.03959491989706985	2026-04-07 16:00:00+00:00
DOGE/USDT	2026-04-07 22:00:00+00:00	B	3.803569526652893	0.03672770103865513	2026-04-07 20:00:00+00:00
BNB/USDT	2026-04-09 15:30:00+00:00	B	3.2639245515726096	0.02430033226984948	2026-04-09 12:00:00+00:00
LINK/USDT	2026-04-09 22:15:00+00:00	B	3.791499151972459	0.03296703296703285	2026-04-09 20:00:00+00:00
SOL/USDT	2026-04-10 12:30:00+00:00	B	3.040880825892114	0.024723641982645886	2026-04-10 12:00:00+00:00
DOGE/USDT	2026-04-10 19:00:00+00:00	A	7.862137404464142	0.03203781512605039	2026-04-10 16:00:00+00:00
ETH/USDT	2026-04-11 16:30:00+00:00	A	7.742454493610961	0.06844376902381587	2026-04-11 16:00:00+00:00
AVAX/USDT	2026-04-13 06:15:00+00:00	B	5.5418617560439944	0.08069792802617233	2026-04-13 04:00:00+00:00
ADA/USDT	2026-04-13 12:45:00+00:00	A	3.791991945790699	0.04809286898839137	2026-04-13 12:00:00+00:00
